,image,ground_truth,tesseract,easyocr,ground_truth_t,tesseract_t,easyocr_t
181,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1249x142 at 0x7BF6391E4990>,بمدرسه خاصة وعمر ثماني سنوات. لم يتوقف ماو,,لتوقف مار بحاد سهخاصت سرثان سسنات,بمدرسه خاصة وعمر ثماني سنوات. لم يتوقف ماو,,لتوقف مار بحاد سهخاصت سرثان سسنات
182,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1364x148 at 0x7BF6391E5110>,الجُزَيْئات وَالذَرّات مَعَ الأَشِعَّة الشَمْسِيَّةُ عالِيَةٍ الطاقَة وَهٰذا,"دهع 5 : ام عن ته 001 ع وه مزه ار ةث »
الجرَيْئات وَالذَرَاتَ مَغ الأَشِعّة الشَمْسِيَةٌ عالِيَةٍ الطاقة هذا
",الجزيئات والذرات فغ الأشعة الشفسيةً عالية الطاقة وهذا,الجزيئات والذرات مع الأشعة الشمسية عالية الطاقة وهذا,"دهع 5 : ام عن ته 001 ع وه مزه ار ةث »
الجريئات والذرات مغ الأشعة الشمسية عالية الطاقة هذا
",الجزيئات والذرات فغ الأشعة الشفسية عالية الطاقة وهذا
183,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1487x189 at 0x7BF6391E5690>,الأَدَبِ الشَعْبِيِّ المُعاصِرِ سَواءُ فِي مَشْرِقٍ الوَطَنِ ومغربه.,"الأب الشقبي المعاصر سواءٌ في مشرق الوطَن ومغربه.
",سواء في مشرق الوطن ومغربه . الأدب الشغبتي المعاصر,الأدب الشعبي المعاصر سواء في مشرق الوطن ومغربه.,"الأب الشقبي المعاصر سواء في مشرق الوطن ومغربه.
",سواء في مشرق الوطن ومغربه . الأدب الشغبتي المعاصر
184,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=878x133 at 0x7BF6391E6910>,وَالمَنْبَع الَّذِي غُرَفِ مِنهُ عِلْمِهِ بِأَحْوال الماضين، إِلَى,"اميه لخو مُفٍ منة عِلْما بأُمُوال الماضين. إِلِّ
",علمه بأسوال الماضينء إلد _ نرف والمنبح = الذاي من ,والمنبع الذي غرف منه علمه بأحوال الماضين، إلى,"اميه لخو مف منة علما بأموال الماضين. إل
",علمه بأسوال الماضينء إلد _ نرف والمنبح = الذاي من 
185,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=189x124 at 0x7BF6391E6D50>,فِي حُرٌّ,,غ حر,في حر,,غ حر
186,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1396x153 at 0x7BF6391E72D0>,"حَجّارَةً ""الكوارتس"" وَتُوجَد فِي مِنْطَقَة الطائِف صَدَرَ ""الغرانيت""","حَجارَة ""الكوارتس"" وَتُوجد فى منطقة الطائف صَدرَ ""الغرانييت ""
","' الغرانيت منطقة الطائف وتوجد حجارةً "" الكوارتس صآر في","حجارة ""الكوارتس"" وتوجد في منطقة الطائف صدر ""الغرانيت""","حجارة ""الكوارتس"" وتوجد فى منطقة الطائف صدر ""الغرانييت ""
","' الغرانيت منطقة الطائف وتوجد حجارة "" الكوارتس صآر في"
187,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1027x116 at 0x7BF6391E7850>,ذهب نوح  ضرغام بصحبه رؤوف بن لؤي رايق طافر,"5 هب؟ حؤوع مزعنام بععبه وؤلون هن دي وى ملا
", رايق طا نر ذهب نوح حدعام بهحبه وؤوف ىنء لوبي,ذهب نوح  ضرغام بصحبه رؤوف بن لؤي رايق طافر,"5 هب؟ حؤوع مزعنام بععبه وؤلون هن دي وى ملا
", رايق طا نر ذهب نوح حدعام بهحبه وؤوف ىنء لوبي
188,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1277x179 at 0x7BF6391E7DD0>,اخري، لَم تَتَضَمَّن بَرامِجِ مُكافَحَةِ التَصَحُّر أَو اِلْتِحاق,"اخريء م دَته

فَحَة الحَصَةٌ
تَتَضَمّن برامج مكافحة التصحر
",أو التحاق برامج مكافحة تتضمن اخري التصحر,اخري، لم تتضمن برامج مكافحة التصحر أو التحاق,"اخريء م دته

فحة الحصة
تتضمن برامج مكافحة التصحر
",أو التحاق برامج مكافحة تتضمن اخري التصحر
189,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=897x118 at 0x7BF6391E7E50>,كانَ كَثِيراً ما يَقُول لِذٰلِكَ العراقي: لَيْتَ أَنِّي,"كانَ كَبِيراً ما بَقُول لِذْلِكَ العراقي: لَْتَ أني
",كان كثيراً ما يقول لذلك العراقي: ليت أني,كان كثيرا ما يقول لذلك العراقي: ليت أني,"كان كبيرا ما بقول لذلك العراقي: لت أني
",كان كثيرا ما يقول لذلك العراقي: ليت أني
190,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1203x150 at 0x7BF63918C690>,أَعْمالٍ يَنْطُق بِمَهارَةٍ رِجالِ الأَعْمالِ الَّذِينَ كانُوا يَشَرُّونَ,"أ

‎١ « - 1 2‏ َ
ل ينطق ب 7 حا 82 ءِ 0
",٤ كاثوا يشرون ينطق بمهارة رجال الأغمال أغمال الذين,أعمال ينطق بمهارة رجال الأعمال الذين كانوا يشرون,"أ

‎١ « - 1 2‏ 
ل ينطق ب 7 حا 82 ء 0
",٤ كاثوا يشرون ينطق بمهارة رجال الأغمال أغمال الذين
191,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=575x128 at 0x7BF63918CAD0>,"وَ مُلُوكهم وَ هَرَبَ مذحجو...""","هَ مُلوكهم وَ هَرَبَ مذحجو...""
",و فلوكهم و هرب مذحجو ..',"و ملوكهم و هرب مذحجو...""","ه ملوكهم و هرب مذحجو...""
",و فلوكهم و هرب مذحجو ..'
192,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1018x150 at 0x7BF63918D090>,فَهُوَ يَقَع بَيِّنَ النَحْل العِمْلاقِ وَالنَحْل الصغير، وَ,"وم عم 0200

فهو بقع بين النحل العملاق والتحل الصغيرء +
",/ / / 9/ 9 الصغير ( بين فهو يقع والنحل النحل العملاق,فهو يقع بين النحل العملاق والنحل الصغير، و,"وم عم 0200

فهو بقع بين النحل العملاق والتحل الصغيرء +
",/ / / 9/ 9 الصغير ( بين فهو يقع والنحل النحل العملاق
193,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1331x166 at 0x7BF63918D890>,وَالقانُونِ العامِّ لِلتَرْبِيَةِ والتعليم، مَبْنِيَّةٌ عَلَى الحُقُوقِ المُتَساوِيَةُ,"ولمائون اكلم نري واتعلى. منت على اتفوم لمتساوبة
",ل الخفمف امشًسا9بذ لعلم الثزبة  0بش٣  اتحبن طلقانن,والقانون العام للتربية والتعليم، مبنية على الحقوق المتساوية,"ولمائون اكلم نري واتعلى. منت على اتفوم لمتساوبة
",ل الخفمف امشسا9بذ لعلم الثزبة  0بش٣  اتحبن طلقانن
194,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1367x155 at 0x7BF63918DED0>,التنين، وَسُور الصِينِ العظيم، وَثَقافَة مَلاقِط الطَعامِ الصينيه،,"التنين, وَشور الصِينٍ العظي. وَتَقاقَة مَلاقِط الطعام الصينيه,
","الصينيه  وثقافة ملاقط وسور الطعام العظم , الصين التنين ",التنين، وسور الصين العظيم، وثقافة ملاقط الطعام الصينيه،,"التنين, وشور الصين العظي. وتقاقة ملاقط الطعام الصينيه,
","الصينيه  وثقافة ملاقط وسور الطعام العظم , الصين التنين "
195,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2139x162 at 0x7BF63918E490>,أَطْلَقَت الشَرِكَةِ السَعُودِيَّةِ لِمُعَدّاتِ الدِيزِل المَحْدُودَةَ بِالسُوق السَعُودِيَّةِ,"أطلقت الشركة السقوديّة لِمُعدٌ

لآ
",أطلقت الشركة السعودية لمقدات الديزل المخدودة بالسوق السعودية,أطلقت الشركة السعودية لمعدات الديزل المحدودة بالسوق السعودية,"أطلقت الشركة السقودية لمعد

لآ
",أطلقت الشركة السعودية لمقدات الديزل المخدودة بالسوق السعودية
196,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1771x171 at 0x7BF63918E9D0>,مِن المُؤَلِّفِينَ بالامتنان. وَالغَرِيبُ بِشَأْنِ انتعاس,"مِن المُؤَلفِينَ بالامتنان. وَالعَرِيتٌ بشّأن انتعاس
", من المؤلفين بالامتنان  والغريب بشأن انتعاس,من المؤلفين بالامتنان. والغريب بشأن انتعاس,"من المؤلفين بالامتنان. والعريت بشأن انتعاس
", من المؤلفين بالامتنان  والغريب بشأن انتعاس
197,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=476x142 at 0x7BF63918EB50>,الإِنْسانِ بالخالق.,"الإنسان بالنالق.
",الإنسان بالنالق .,الإنسان بالخالق.,"الإنسان بالنالق.
",الإنسان بالنالق .
198,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=941x199 at 0x7BF63918F150>,فِي الفتري الصَباحِيَّةَ لَمُلْتَقَى التَوْظِيفِ بِجامِعَة بكين، الَّذِي,"فِي الفتري الصَباجِيّةَ لَمُنْتَقَى التَؤظِيفٍ بجامقة بكين. الَذِي
",بكين . الضباجيةً تمنتقى التوظيف بجامقة في الذي الفتري,في الفتري الصباحية لملتقى التوظيف بجامعة بكين، الذي,"في الفتري الصباجية لمنتقى التؤظيف بجامقة بكين. الذي
",بكين . الضباجية تمنتقى التوظيف بجامقة في الذي الفتري
199,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1318x150 at 0x7BF63918F6D0>,فَزَعَمَ إِن رَغْبَة الإِسْلامِ كانَت قَد اِتَّجَهَت إِلَى,"َرَعَمَّ إن رغْبّة الإسشلام كات قد إتجَهّت إِلَى
",لل إن رغبة الإسلام كانت قد اتجهت إلى فزعمً,فزعم إن رغبة الإسلام كانت قد اتجهت إلى,"رعم إن رغبة الإسشلام كات قد إتجهت إلى
",لل إن رغبة الإسلام كانت قد اتجهت إلى فزعم
200,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1463x223 at 0x7BF63918EC10>,بِالناسِ ثُمَّ التكون الجُسْمانِيّ ومظهره. وَمِن هُنا نَجِد,"بالناس ثم التكون الجُسْمانئت ومظهره. وَمِن قنا نجد
",بالذاس ثمً التكون الجلمدماني 9مظهر0 . ومن هنا نجد,بالناس ثم التكون الجسماني ومظهره. ومن هنا نجد,"بالناس ثم التكون الجسمانئت ومظهره. ومن قنا نجد
",بالذاس ثم التكون الجلمدماني 9مظهر0 . ومن هنا نجد
201,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1301x252 at 0x7BF63918F490>,ظُرُوفٍ عادِلَةٍ وَمُتَساوِيه أَمامَ جَمِيعِ الإِسْبان لِمُمارَسَةِ حُقُوقِهِم,"ظُرُوفٍ عاجلةٍ وَمُتّساويه أمام جَمِيع الإشبان لفمارشة خفوقهم
",جميع الإسبان لممارسة خقوقوم ظظروف عادلة ومتساويه أمام,ظروف عادلة ومتساويه أمام جميع الإسبان لممارسة حقوقهم,"ظروف عاجلة ومتساويه أمام جميع الإشبان لفمارشة خفوقهم
",جميع الإسبان لممارسة خقوقوم ظظروف عادلة ومتساويه أمام
202,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1116x170 at 0x7BF638489290>,"مِن الأَمْثال : "" إِن طابَ رِيحكَ ذُرَى","مِن الأقثال : "" إن طات ريحك ذُرَى
","٤ طاب من الآفثال ذرى ريحك "" إن","من الأمثال : "" إن طاب ريحك ذرى","من الأقثال : "" إن طات ريحك ذرى
","٤ طاب من الآفثال ذرى ريحك "" إن"
203,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1139x131 at 0x7BF638489F90>,إِن أَيّ مُحاوَلَةٍ لِلجَزْم مُبَكِّرَةٍ للغايه. فَهٰذِهِ قِصَّةُ,,للغايه . إن أي محاولة لالجزم مبكرة فهذه قصة,إن أي محاولة للجزم مبكرة للغايه. فهذه قصة,,للغايه . إن أي محاولة لالجزم مبكرة فهذه قصة
204,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1201x128 at 0x7BF63848B750>,الإِدارَةِ العامَّة لِلآثارِ وَالمَتاحِف بِوِزارَةِ المَعارِفِ حالِيّاً وِكالَةُ,"الإدارّة العامّة للآثارٍ وَالمَتاجف بوزارَةٍ المَعارِفٍ حاليّاً وكالةٌ
",الإدارة العامًة للآثار والمتاحف بوزارة المعارف حاليًاً وكالة ,الإدارة العامة للآثار والمتاحف بوزارة المعارف حاليا وكالة,"الإدارة العامة للآثار والمتاجف بوزارة المعارف حاليا وكالة
",الإدارة العامة للآثار والمتاحف بوزارة المعارف حاليا وكالة 
